customer_id,signup_date,market,segment,plan,acquisition_channel,is_foreign_founder,headcount,cac,churned,churn_date,ltv
SLEEK-0574,2022-12-20,SG,Corporate,Full Compliance,Paid,False,135,327.96,False,,95438.91
SLEEK-0575,2023-09-05,HK,Corporate,Growth,Organic,False,137,104.31,False,,65017.41
SLEEK-0576,2022-05-11,SG,SME,Growth,Paid,False,11,323.15,True,2022-05,1134.19
SLEEK-0577,2024-12-20,SG,SME,Full Compliance,Partner,False,28,179.18,False,,1802.97
SLEEK-0578,2024-08-17,SG,SME,Growth,Partner,False,22,149.86,False,,4484.68
SLEEK-0579,2022-02-19,AU,Corporate,Full Compliance,Organic,False,66,111.87,False,,85636.81
SLEEK-0580,2023-11-15,AU,Corporate,Growth,Referral,True,121,84.18,False,,57283.58
SLEEK-0581,2022-06-25,SG,Startup,Starter,Referral,False,7,64.46,True,2022-06,747.01
SLEEK-0582,2023-02-02,HK,Corporate,Growth,Partner,False,100,149.63,True,2023-11,30420.03
SLEEK-0583,2024-08-01,AU,SME,Full Compliance,Paid,False,34,385.62,True,2024-10,5326.9
SLEEK-0584,2023-12-31,UK,Startup,Growth,Paid,True,3,698.36,True,2024-02,2839.2
SLEEK-0585,2023-12-26,HK,Startup,Starter,Partner,False,4,137.56,False,,1678.74
SLEEK-0586,2024-01-06,UK,SME,Growth,Partner,True,27,174.99,False,,11984.95
SLEEK-0587,2024-04-27,AU,Startup,Starter,Organic,False,8,115.08,True,2024-12,1679.71
SLEEK-0588,2022-09-23,UK,Startup,Starter,Paid,True,2,423.78,False,,3760.91
SLEEK-0589,2023-02-24,SG,Startup,Growth,Paid,False,8,295.73,False,,13699.18
SLEEK-0590,2022-09-29,AU,SME,Starter,Partner,False,15,138.49,True,2024-04,2587.28
SLEEK-0591,2023-02-02,SG,Corporate,Growth,Partner,False,42,165.97,False,,29381.67
SLEEK-0592,2023-10-20,HK,Startup,Starter,Partner,False,8,146.34,True,2024-03,1242.34
SLEEK-0593,2022-03-18,SG,Startup,Starter,Organic,False,4,70.61,False,,3223.53
SLEEK-0594,2023-02-20,SG,Corporate,Full Compliance,Partner,True,43,152.43,False,,36554.28
SLEEK-0595,2022-04-21,HK,SME,Starter,Organic,False,36,86.11,False,,3120.0
SLEEK-0596,2024-12-28,HK,Startup,Starter,Partner,False,6,187.06,False,,877.17
SLEEK-0597,2023-11-21,SG,SME,Growth,Partner,True,22,147.92,False,,15445.31
SLEEK-0598,2022-03-11,SG,SME,Growth,Paid,False,9,368.95,False,,15187.24
SLEEK-0599,2024-02-20,SG,Startup,Growth,Paid,False,7,321.02,False,,4794.63
SLEEK-0600,2023-09-11,AU,Startup,Starter,Paid,False,6,529.14,False,,2260.21
SLEEK-0601,2022-03-19,SG,Startup,Starter,Paid,False,4,381.47,False,,4918.99
SLEEK-0602,2022-06-09,HK,Startup,Growth,Referral,False,2,75.93,False,,8281.67
SLEEK-0603,2024-06-30,HK,Startup,Starter,Referral,True,2,82.76,True,2024-07,2632.37
SLEEK-0604,2023-11-02,HK,SME,Growth,Partner,True,16,170.25,False,,11427.18
SLEEK-0605,2022-01-01,AU,Corporate,Full Compliance,Partner,False,77,180.94,True,2024-01,70181.23
SLEEK-0606,2023-10-26,SG,SME,Full Compliance,Organic,False,35,73.75,False,,20016.64
SLEEK-0607,2022-01-17,AU,Corporate,Full Compliance,Partner,False,149,170.71,False,,178494.27
SLEEK-0608,2022-06-04,SG,Startup,Growth,Referral,True,7,68.78,False,,13827.02
SLEEK-0609,2024-04-11,HK,SME,Growth,Partner,False,38,162.89,False,,12948.04
SLEEK-0610,2022-05-28,SG,SME,Growth,Partner,True,9,128.06,False,,15789.18
SLEEK-0611,2024-01-21,SG,SME,Full Compliance,Partner,False,35,171.61,False,,16022.63
SLEEK-0612,2024-07-10,HK,Startup,Starter,Paid,False,2,311.6,True,2024-09,1034.63
SLEEK-0613,2024-10-24,HK,SME,Starter,Organic,False,10,105.36,False,,1047.35
SLEEK-0614,2022-09-24,UK,SME,Growth,Referral,True,25,106.62,False,,23812.09
SLEEK-0615,2022-07-01,HK,Startup,Starter,Partner,False,7,168.36,True,2024-05,2394.54
SLEEK-0616,2022-02-18,SG,SME,Growth,Partner,False,38,148.13,False,,40785.42
SLEEK-0617,2023-08-27,HK,Startup,Starter,Paid,False,7,413.17,False,,1971.29
SLEEK-0618,2023-10-02,SG,SME,Growth,Paid,False,9,425.35,False,,9142.2
SLEEK-0619,2024-01-20,SG,Startup,Starter,Referral,True,2,68.59,True,2024-02,2337.9
SLEEK-0620,2024-07-03,HK,Corporate,Growth,Partner,False,70,139.23,False,,13654.85
SLEEK-0621,2023-12-04,HK,SME,Full Compliance,Partner,False,17,189.91,False,,12036.38
SLEEK-0622,2024-02-24,AU,SME,Starter,Paid,False,21,370.91,True,2024-11,4861.29
SLEEK-0623,2023-06-26,HK,SME,Growth,Organic,True,33,76.18,True,2023-07,4760.43
SLEEK-0624,2024-12-26,HK,Startup,Starter,Partner,False,4,171.74,False,,835.58
SLEEK-0625,2024-11-11,SG,SME,Full Compliance,Organic,True,30,85.85,False,,4446.76
SLEEK-0626,2024-10-26,UK,Startup,Starter,Partner,False,4,181.63,False,,890.86
SLEEK-0627,2023-05-11,HK,Startup,Growth,Referral,True,4,72.48,False,,8553.7
SLEEK-0628,2022-01-22,HK,Corporate,Full Compliance,Referral,True,52,79.29,False,,68840.88
SLEEK-0629,2023-08-04,HK,SME,Starter,Paid,False,11,412.91,False,,1948.79
SLEEK-0630,2024-02-04,UK,SME,Growth,Partner,True,16,216.65,False,,8146.02
SLEEK-0631,2024-01-23,SG,SME,Starter,Partner,False,12,137.67,False,,1557.48
SLEEK-0632,2024-05-24,HK,Corporate,Full Compliance,Paid,False,72,373.46,False,,20310.08
SLEEK-0633,2022-01-09,SG,Startup,Full Compliance,Referral,False,5,54.35,False,,20266.2
SLEEK-0634,2024-03-22,UK,Startup,Starter,Paid,False,3,445.93,False,,1340.02
SLEEK-0635,2023-06-15,HK,Startup,Starter,Paid,False,4,290.21,False,,2156.95
SLEEK-0636,2022-01-02,AU,Startup,Full Compliance,Paid,False,7,405.02,False,,25022.87
SLEEK-0637,2023-08-14,SG,Startup,Starter,Organic,False,2,87.29,True,2024-10,1752.48
SLEEK-0638,2024-09-14,HK,Startup,Starter,Partner,False,4,162.26,False,,1079.03
SLEEK-0639,2022-07-05,HK,Startup,Starter,Referral,False,8,79.89,False,,4282.22
SLEEK-0640,2022-12-28,HK,SME,Growth,Referral,False,27,83.09,False,,24181.01
SLEEK-0641,2024-01-06,HK,SME,Growth,Referral,False,20,80.79,False,,9727.39
SLEEK-0642,2023-02-26,SG,Startup,Starter,Referral,False,8,55.39,True,2024-06,1942.09
SLEEK-0643,2023-11-26,AU,Corporate,Starter,Organic,True,55,111.51,False,,3930.09
SLEEK-0644,2024-09-05,SG,SME,Growth,Referral,True,17,53.59,True,2024-12,4615.96
SLEEK-0645,2022-04-04,HK,Startup,Starter,Partner,True,7,169.52,True,2023-09,3869.96
SLEEK-0646,2023-03-03,SG,Startup,Growth,Referral,False,8,50.55,True,2024-06,7038.96
SLEEK-0647,2023-11-22,HK,Startup,Growth,Organic,False,4,107.36,False,,5018.35
SLEEK-0648,2022-04-25,SG,SME,Starter,Referral,True,25,52.16,True,2022-12,2782.26
SLEEK-0649,2023-10-02,SG,Startup,Starter,Referral,False,5,66.99,False,,1748.47
SLEEK-0650,2022-01-14,AU,Startup,Starter,Paid,False,6,444.77,True,2023-03,2135.51
SLEEK-0651,2024-09-01,AU,Startup,Growth,Referral,False,6,66.18,False,,2483.78
SLEEK-0652,2022-03-19,HK,Startup,Growth,Organic,False,2,97.82,True,2023-11,5869.29
SLEEK-0653,2022-01-10,HK,SME,Growth,Paid,False,14,306.87,True,2022-05,3681.39
SLEEK-0654,2024-11-05,HK,SME,Starter,Partner,False,25,177.3,False,,948.31
SLEEK-0655,2024-08-06,SG,Startup,Starter,Organic,True,4,93.53,False,,3190.78
SLEEK-0656,2024-01-04,SG,Startup,Growth,Paid,True,8,374.38,False,,7052.6
SLEEK-0657,2022-10-11,SG,Startup,Starter,Organic,False,3,87.91,False,,2682.18
SLEEK-0658,2024-04-24,AU,Startup,Growth,Organic,True,5,95.02,False,,6232.11
SLEEK-0659,2023-03-19,HK,Startup,Full Compliance,Paid,False,3,343.7,True,2023-11,5076.69
SLEEK-0660,2023-07-07,HK,Startup,Starter,Paid,False,2,431.82,True,2023-11,1151.57
SLEEK-0661,2022-04-10,SG,Startup,Growth,Paid,False,6,357.06,True,2023-02,4457.69
SLEEK-0662,2023-01-22,UK,SME,Starter,Paid,True,21,594.25,True,2023-08,2515.84
SLEEK-0663,2024-05-26,HK,SME,Growth,Paid,False,22,314.53,False,,7728.08
SLEEK-0664,2022-01-11,AU,SME,Growth,Organic,False,40,81.77,True,2023-12,35082.99
SLEEK-0665,2023-08-16,SG,Startup,Starter,Paid,True,7,474.86,False,,3401.6
SLEEK-0666,2022-01-16,SG,Startup,Growth,Paid,False,6,276.71,True,2024-03,10125.09
SLEEK-0667,2022-10-11,AU,Startup,Growth,Paid,False,4,365.61,False,,10091.22
SLEEK-0668,2022-05-25,HK,SME,Growth,Organic,False,26,96.87,False,,30060.7
SLEEK-0669,2023-11-03,SG,Startup,Growth,Partner,False,6,140.14,True,2023-11,1033.67
SLEEK-0670,2022-09-22,UK,SME,Growth,Partner,True,31,197.23,False,,27812.89
SLEEK-0671,2023-02-08,SG,SME,Growth,Organic,False,21,84.77,True,2023-11,7916.62
SLEEK-0672,2023-07-02,AU,SME,Growth,Paid,True,31,534.01,False,,29562.05
SLEEK-0673,2022-11-27,SG,Startup,Starter,Referral,False,8,55.01,False,,2582.28
SLEEK-0674,2022-05-15,HK,SME,Starter,Partner,True,33,184.57,True,2024-01,3915.6
SLEEK-0675,2022-08-12,AU,Startup,Starter,Partner,True,3,143.62,True,2024-08,4869.18
SLEEK-0676,2023-08-24,AU,Startup,Starter,Paid,False,5,591.2,False,,4701.22
SLEEK-0677,2022-01-27,SG,Startup,Full Compliance,Referral,False,4,63.47,False,,19356.91
SLEEK-0678,2024-12-21,HK,SME,Full Compliance,Referral,False,16,68.47,False,,1611.06
SLEEK-0679,2023-04-10,AU,Startup,Starter,Referral,False,2,89.12,True,2023-08,1334.81
SLEEK-0680,2023-03-10,SG,Startup,Starter,Partner,False,7,130.52,True,2023-03,709.92
SLEEK-0681,2023-10-11,AU,Startup,Growth,Organic,False,3,97.64,False,,5547.91
SLEEK-0682,2023-12-06,HK,Startup,Starter,Paid,False,6,497.03,False,,1677.49
SLEEK-0683,2023-02-11,SG,Corporate,Growth,Partner,False,104,178.21,False,,65083.37
SLEEK-0684,2022-10-22,SG,SME,Starter,Referral,False,36,61.57,True,2024-08,9095.57
SLEEK-0685,2022-02-10,SG,Startup,Starter,Paid,True,4,335.04,True,2023-03,3186.88
SLEEK-0686,2023-02-07,SG,Startup,Starter,Referral,False,7,60.92,True,2023-07,1104.25
SLEEK-0687,2023-10-16,UK,Corporate,Growth,Paid,False,125,785.69,False,,48564.59
SLEEK-0688,2022-05-12,SG,Startup,Starter,Partner,False,2,178.65,True,2022-08,929.49
SLEEK-0689,2022-03-26,SG,SME,Growth,Partner,False,34,173.86,True,2023-03,14336.71
SLEEK-0690,2022-09-11,SG,SME,Starter,Organic,False,13,94.72,True,2023-09,4366.47
SLEEK-0691,2022-10-25,SG,SME,Full Compliance,Paid,False,26,281.5,False,,29571.41
SLEEK-0692,2023-09-15,HK,Startup,Starter,Partner,True,8,175.35,False,,3626.55
SLEEK-0693,2024-11-22,SG,Startup,Growth,Partner,False,7,145.03,False,,1383.64
SLEEK-0694,2024-10-06,HK,Startup,Full Compliance,Referral,False,6,57.87,False,,2459.01
SLEEK-0695,2024-09-01,HK,Startup,Full Compliance,Organic,False,7,101.46,False,,3205.22
SLEEK-0696,2022-04-30,HK,SME,Starter,Organic,False,30,88.6,True,2023-11,2171.43
SLEEK-0697,2024-05-10,SG,Startup,Starter,Paid,False,8,375.85,True,2024-06,774.47
SLEEK-0698,2022-12-09,HK,SME,Growth,Referral,False,27,80.43,False,,28325.2
SLEEK-0699,2023-03-01,SG,SME,Starter,Paid,False,34,292.02,False,,7643.22
SLEEK-0700,2022-01-26,SG,Corporate,Full Compliance,Organic,False,107,83.63,False,,111935.8
SLEEK-0701,2022-08-22,AU,SME,Growth,Referral,True,16,87.48,True,2023-05,9958.79
SLEEK-0702,2023-06-07,UK,Startup,Starter,Paid,False,6,507.92,False,,3602.32
SLEEK-0703,2022-02-28,AU,Startup,Growth,Referral,True,7,63.56,True,2022-04,4222.34
SLEEK-0704,2022-03-25,SG,Startup,Growth,Organic,False,8,66.49,True,2023-02,5495.36
SLEEK-0705,2023-08-04,SG,Startup,Full Compliance,Organic,False,2,65.39,True,2024-12,8619.41
SLEEK-0706,2023-02-25,AU,SME,Growth,Partner,False,9,149.6,False,,12191.07
SLEEK-0707,2024-03-28,SG,SME,Growth,Partner,True,12,163.71,False,,7214.54
SLEEK-0708,2022-02-06,SG,SME,Full Compliance,Organic,False,14,81.19,True,2022-04,2912.78
SLEEK-0709,2023-09-30,UK,Corporate,Growth,Partner,True,53,207.15,False,,28131.01
SLEEK-0710,2022-01-25,SG,Startup,Full Compliance,Paid,True,3,271.82,True,2024-09,18417.6
SLEEK-0711,2022-03-25,HK,Startup,Starter,Organic,False,5,89.77,True,2024-02,2478.03
SLEEK-0712,2024-06-28,HK,Startup,Starter,Partner,False,5,154.07,True,2024-08,982.54
SLEEK-0713,2023-03-01,SG,Startup,Full Compliance,Partner,True,5,149.5,False,,14177.7
SLEEK-0714,2024-03-19,HK,SME,Growth,Organic,True,18,93.26,False,,9307.12
SLEEK-0715,2023-02-08,SG,Corporate,Full Compliance,Referral,True,131,65.4,False,,86668.34
SLEEK-0716,2024-03-30,AU,SME,Growth,Partner,False,39,181.33,False,,14729.48
SLEEK-0717,2022-09-08,HK,Startup,Starter,Paid,False,3,349.62,False,,11504.93
SLEEK-0718,2023-01-13,SG,SME,Growth,Partner,False,14,139.62,False,,13883.7
SLEEK-0719,2024-10-05,AU,SME,Growth,Paid,False,39,334.69,False,,5145.55
SLEEK-0720,2022-02-06,HK,Startup,Full Compliance,Partner,False,2,130.02,True,2022-05,2603.56
SLEEK-0721,2023-03-22,SG,Startup,Growth,Paid,False,5,294.79,True,2024-10,11557.88
SLEEK-0722,2023-08-22,SG,Startup,Growth,Paid,False,6,471.31,False,,6604.18
SLEEK-0723,2024-10-10,AU,Startup,Growth,Paid,False,8,361.43,False,,2230.6
SLEEK-0724,2022-07-17,UK,Startup,Starter,Organic,False,6,113.59,True,2024-06,2551.84
SLEEK-0725,2022-06-14,SG,SME,Growth,Paid,True,27,340.64,False,,32506.65
SLEEK-0726,2023-09-17,HK,Corporate,Growth,Organic,False,44,78.11,False,,23344.0
SLEEK-0727,2024-05-12,HK,SME,Starter,Referral,False,28,75.49,False,,1318.29
SLEEK-0728,2024-03-07,SG,Startup,Starter,Referral,False,4,60.07,False,,1402.2
SLEEK-0729,2022-02-27,SG,Startup,Growth,Partner,False,4,132.84,True,2022-03,1236.45
SLEEK-0730,2024-06-30,UK,Startup,Full Compliance,Organic,True,6,130.45,False,,5631.16
SLEEK-0731,2023-01-21,SG,Startup,Growth,Partner,False,7,150.28,False,,9657.16
SLEEK-0732,2024-11-21,HK,Startup,Starter,Paid,True,2,386.88,False,,2760.48
SLEEK-0733,2024-10-19,HK,Startup,Starter,Organic,False,5,106.64,True,2024-10,841.37
SLEEK-0734,2024-10-24,SG,SME,Growth,Partner,False,17,151.34,False,,2498.53
SLEEK-0735,2024-02-21,SG,SME,Starter,Partner,False,18,144.75,False,,6189.25
SLEEK-0736,2022-01-26,SG,SME,Full Compliance,Referral,False,35,59.14,True,2022-03,4497.21
SLEEK-0737,2022-02-22,SG,Corporate,Full Compliance,Paid,True,132,338.47,False,,130557.3
SLEEK-0738,2022-06-21,HK,Startup,Starter,Partner,True,5,147.07,False,,4748.14
SLEEK-0739,2024-03-23,AU,SME,Full Compliance,Partner,True,15,185.25,False,,11833.84
SLEEK-0740,2024-12-11,HK,Startup,Starter,Organic,True,2,103.84,False,,2654.56
SLEEK-0741,2024-03-09,AU,Startup,Growth,Referral,False,3,82.32,True,2024-08,2788.09
SLEEK-0742,2022-03-02,SG,Startup,Starter,Partner,False,4,142.48,False,,3226.82
SLEEK-0743,2023-07-23,HK,Startup,Growth,Organic,False,7,105.73,True,2023-09,1925.16
SLEEK-0744,2024-03-22,SG,Startup,Growth,Referral,False,7,49.31,False,,5373.23
SLEEK-0745,2024-11-04,SG,SME,Growth,Paid,False,8,286.26,False,,1454.61
SLEEK-0746,2023-02-17,UK,Startup,Starter,Partner,False,4,234.91,False,,2204.55
SLEEK-0747,2023-11-14,SG,SME,Growth,Partner,True,39,136.44,False,,18604.53
SLEEK-0748,2024-05-15,HK,Startup,Growth,Partner,False,7,180.5,False,,3883.62
SLEEK-0749,2023-06-15,SG,Startup,Growth,Paid,False,3,353.53,False,,5904.52
SLEEK-0750,2024-03-31,HK,SME,Starter,Organic,False,15,83.0,False,,1531.72
SLEEK-0751,2024-10-22,SG,Startup,Starter,Partner,False,8,176.37,False,,1164.77
SLEEK-0752,2023-11-02,AU,Startup,Growth,Referral,False,3,65.96,True,2024-07,3723.04
SLEEK-0753,2023-01-18,SG,Startup,Growth,Partner,False,5,157.6,True,2024-09,7440.25
SLEEK-0754,2022-05-05,SG,SME,Starter,Organic,False,15,75.77,False,,9893.15
SLEEK-0755,2024-08-04,SG,Startup,Starter,Referral,False,8,52.88,False,,1026.76
SLEEK-0756,2022-09-24,AU,Startup,Starter,Paid,True,8,335.4,False,,7723.87
SLEEK-0757,2022-02-09,SG,SME,Starter,Referral,True,37,58.82,True,2022-07,4738.36
SLEEK-0758,2024-04-23,SG,Startup,Starter,Partner,False,2,145.4,False,,1350.4
SLEEK-0759,2022-10-22,SG,Startup,Full Compliance,Paid,False,2,332.57,True,2024-11,12855.47
SLEEK-0760,2024-03-18,SG,Startup,Starter,Paid,True,5,278.96,False,,3046.79
SLEEK-0761,2023-04-21,UK,SME,Growth,Organic,True,28,116.78,True,2024-11,24570.73
SLEEK-0762,2024-07-10,SG,Startup,Full Compliance,Partner,False,4,135.79,False,,3759.84
SLEEK-0763,2024-10-03,HK,Startup,Growth,Organic,False,7,77.45,False,,1972.34
SLEEK-0764,2022-04-22,HK,Startup,Starter,Organic,False,7,73.29,False,,3087.53
SLEEK-0765,2024-10-10,HK,Startup,Starter,Partner,False,5,150.82,False,,1038.18
SLEEK-0766,2022-10-31,HK,Startup,Starter,Referral,False,3,58.62,True,2024-02,1991.99
SLEEK-0767,2023-03-11,AU,SME,Growth,Partner,False,19,202.07,False,,21890.17
SLEEK-0768,2023-01-10,SG,Startup,Growth,Referral,False,6,64.34,True,2024-06,6919.62
SLEEK-0769,2022-06-30,UK,Startup,Starter,Paid,True,5,588.79,True,2023-02,2669.84
SLEEK-0770,2023-11-06,HK,Startup,Full Compliance,Referral,False,4,74.37,True,2023-11,1314.47
SLEEK-0771,2024-08-25,UK,Corporate,Full Compliance,Partner,True,122,176.91,False,,18463.1
SLEEK-0772,2023-02-13,SG,SME,Starter,Partner,False,33,134.4,True,2024-03,1669.33
SLEEK-0773,2023-03-05,SG,SME,Starter,Organic,False,27,79.71,False,,2328.66
SLEEK-0774,2022-09-07,UK,SME,Full Compliance,Paid,True,32,522.63,False,,34034.78
SLEEK-0775,2024-05-15,HK,SME,Full Compliance,Paid,False,35,365.94,False,,11770.16
SLEEK-0776,2023-12-05,SG,Startup,Full Compliance,Partner,False,2,151.64,False,,6776.11
SLEEK-0777,2023-01-22,SG,Startup,Full Compliance,Partner,False,4,170.49,True,2023-03,2203.97
SLEEK-0778,2024-11-17,HK,SME,Starter,Partner,True,24,155.19,False,,2590.1
SLEEK-0779,2022-08-06,SG,SME,Growth,Partner,True,34,170.57,True,2023-02,9687.27
SLEEK-0780,2024-07-20,AU,Startup,Growth,Paid,False,4,372.39,False,,2953.09
SLEEK-0781,2022-12-07,UK,SME,Starter,Organic,True,14,143.14,False,,10348.04
SLEEK-0782,2022-08-23,SG,Startup,Starter,Paid,False,7,340.19,False,,8687.39
SLEEK-0783,2024-01-09,HK,SME,Growth,Partner,False,27,189.64,False,,11996.3
SLEEK-0784,2024-04-28,SG,Startup,Starter,Organic,True,3,79.4,False,,2980.19
SLEEK-0785,2022-08-05,SG,SME,Growth,Partner,True,17,121.31,False,,20427.12
SLEEK-0786,2022-02-10,AU,Startup,Growth,Paid,True,6,392.95,True,2024-01,12801.55
SLEEK-0787,2022-07-30,AU,Startup,Growth,Organic,False,8,108.52,False,,14774.93
SLEEK-0788,2023-08-19,HK,SME,Starter,Partner,False,39,153.58,False,,2016.9
SLEEK-0789,2023-05-21,SG,Startup,Starter,Organic,False,7,79.15,False,,6070.86
SLEEK-0790,2022-02-15,SG,SME,Starter,Organic,False,29,71.03,True,2023-05,1848.55
SLEEK-0791,2023-09-23,UK,SME,Starter,Referral,False,34,82.56,True,2024-01,1019.4
SLEEK-0792,2024-08-25,AU,SME,Growth,Referral,False,26,85.34,True,2024-10,3888.83
SLEEK-0793,2022-12-21,HK,Startup,Starter,Paid,True,5,364.8,False,,4319.23
SLEEK-0794,2023-12-23,UK,Startup,Starter,Organic,False,4,96.87,False,,1574.76
SLEEK-0795,2024-10-28,HK,Startup,Starter,Partner,False,6,132.07,False,,1032.07
SLEEK-0796,2024-01-25,SG,SME,Full Compliance,Referral,True,40,54.42,False,,19121.67
SLEEK-0797,2024-06-15,HK,Startup,Growth,Organic,False,2,106.66,False,,2499.38
SLEEK-0798,2022-07-28,AU,SME,Full Compliance,Partner,True,15,138.85,False,,30002.03
SLEEK-0799,2023-08-22,AU,Corporate,Full Compliance,Organic,False,52,110.48,False,,34848.69
SLEEK-0800,2022-02-25,SG,Startup,Growth,Partner,False,4,134.72,False,,19197.69
SLEEK-0801,2023-11-22,SG,Startup,Starter,Organic,False,8,88.1,False,,1674.31
SLEEK-0802,2022-09-26,SG,SME,Growth,Referral,False,8,70.65,True,2024-03,8297.56
SLEEK-0803,2023-11-24,AU,Startup,Starter,Organic,True,2,119.28,True,2024-01,3121.95
SLEEK-0804,2022-11-23,SG,Startup,Growth,Partner,False,5,172.55,True,2023-03,2294.32
SLEEK-0805,2022-06-01,SG,SME,Full Compliance,Referral,False,17,69.61,True,2024-02,18504.4
SLEEK-0806,2024-06-24,AU,Startup,Growth,Organic,False,5,115.51,False,,3482.56
SLEEK-0807,2023-11-17,AU,SME,Growth,Organic,False,26,108.76,False,,18343.98
SLEEK-0808,2022-01-01,SG,Startup,Growth,Paid,False,8,325.11,True,2023-09,9054.47
SLEEK-0809,2022-08-15,AU,SME,Growth,Partner,False,40,193.23,True,2023-04,13699.78
SLEEK-0810,2022-03-01,SG,Startup,Starter,Referral,False,6,71.59,False,,3190.41
SLEEK-0811,2024-12-28,HK,SME,Full Compliance,Referral,False,16,62.55,False,,1631.09
SLEEK-0812,2023-11-03,AU,Startup,Starter,Organic,False,5,87.7,False,,3952.18
SLEEK-0813,2022-01-16,SG,SME,Starter,Partner,False,33,124.68,True,2024-02,2619.22
SLEEK-0814,2023-06-25,HK,Startup,Growth,Paid,False,7,369.1,True,2023-06,1145.0
SLEEK-0815,2024-09-21,UK,Startup,Starter,Partner,True,5,200.46,False,,2261.44
SLEEK-0816,2022-02-02,SG,SME,Growth,Partner,False,15,176.64,False,,20716.82
SLEEK-0817,2023-08-17,HK,Startup,Starter,Organic,False,4,77.52,True,2024-11,1902.65
SLEEK-0818,2022-01-10,SG,Startup,Growth,Referral,False,5,53.17,True,2024-07,10754.63
SLEEK-0819,2022-05-19,SG,Startup,Starter,Organic,False,8,74.81,True,2022-06,802.8
SLEEK-0820,2024-10-30,AU,SME,Growth,Partner,False,17,187.79,False,,3145.56
SLEEK-0821,2024-04-18,AU,Startup,Starter,Referral,False,2,87.01,False,,1708.36
SLEEK-0822,2024-03-23,UK,SME,Starter,Referral,True,27,77.96,True,2024-04,2035.89
SLEEK-0823,2023-01-30,HK,Startup,Full Compliance,Referral,False,6,71.17,True,2023-09,5814.83
SLEEK-0824,2022-02-08,HK,SME,Starter,Referral,True,9,82.21,False,,5048.96
SLEEK-0825,2024-02-26,SG,Startup,Starter,Partner,False,5,139.23,False,,1454.09
SLEEK-0826,2024-04-29,AU,Startup,Starter,Paid,False,2,384.24,False,,1663.72
SLEEK-0827,2022-01-05,SG,Startup,Starter,Organic,True,6,77.03,False,,5503.49
SLEEK-0828,2023-04-02,UK,Startup,Starter,Referral,True,4,83.52,False,,3374.49
SLEEK-0829,2022-03-19,SG,Corporate,Growth,Partner,False,54,150.52,False,,53647.0
SLEEK-0830,2022-03-08,SG,Startup,Full Compliance,Referral,False,6,48.45,False,,20005.37
SLEEK-0831,2022-09-15,HK,Startup,Starter,Referral,True,7,67.39,False,,4339.21
SLEEK-0832,2022-12-11,HK,SME,Growth,Organic,False,36,91.35,True,2023-01,3197.28
SLEEK-0833,2023-03-01,SG,SME,Starter,Partner,False,24,175.31,True,2024-07,1953.26
SLEEK-0834,2023-03-12,AU,Startup,Growth,Paid,True,7,381.57,False,,12228.51
SLEEK-0835,2022-09-09,HK,Startup,Growth,Organic,False,5,98.1,True,2024-01,10571.64
SLEEK-0836,2024-11-09,SG,Startup,Full Compliance,Partner,False,7,162.47,False,,1835.19
SLEEK-0837,2024-02-04,UK,Startup,Starter,Paid,True,2,606.12,False,,2678.49
SLEEK-0838,2022-12-22,HK,Startup,Starter,Organic,False,8,104.23,True,2023-12,1674.65
SLEEK-0839,2023-11-15,SG,Startup,Growth,Partner,False,8,141.18,False,,6278.59
SLEEK-0840,2022-01-18,HK,Startup,Starter,Partner,True,2,151.71,True,2022-05,2955.53
SLEEK-0841,2024-02-27,SG,Startup,Growth,Organic,False,3,73.7,False,,6404.09
SLEEK-0842,2023-10-18,UK,Corporate,Full Compliance,Organic,True,65,129.93,False,,31091.1
SLEEK-0843,2023-03-12,UK,SME,Growth,Organic,True,19,119.71,True,2024-08,13432.97
SLEEK-0844,2022-04-17,SG,Startup,Growth,Organic,False,2,72.78,False,,10167.28
SLEEK-0845,2023-02-14,UK,SME,Growth,Paid,True,35,599.69,True,2024-01,14007.43
SLEEK-0846,2023-10-24,HK,Corporate,Growth,Organic,True,127,107.82,False,,58767.03
SLEEK-0847,2022-03-31,HK,Startup,Growth,Paid,False,5,311.44,True,2022-05,1740.9
SLEEK-0848,2023-11-17,HK,Startup,Starter,Paid,True,7,522.08,False,,3510.81
SLEEK-0849,2024-02-10,SG,SME,Starter,Partner,True,35,157.52,False,,6354.13
SLEEK-0850,2023-11-16,AU,SME,Full Compliance,Referral,False,29,67.41,True,2024-01,4964.14
SLEEK-0851,2023-04-30,AU,SME,Full Compliance,Paid,False,14,421.91,True,2023-08,5322.05
SLEEK-0852,2022-05-05,HK,SME,Full Compliance,Organic,False,12,85.59,True,2023-07,11753.47
SLEEK-0853,2022-04-23,AU,Startup,Starter,Referral,True,7,78.79,True,2022-05,3070.79
SLEEK-0854,2022-07-08,SG,Startup,Growth,Partner,False,5,167.25,False,,10418.5
SLEEK-0855,2023-11-26,SG,SME,Starter,Partner,False,14,151.03,False,,1692.19
SLEEK-0856,2023-03-05,SG,SME,Growth,Organic,False,36,72.2,False,,24885.32
SLEEK-0857,2022-09-21,SG,Startup,Growth,Organic,False,8,73.96,False,,11891.4
SLEEK-0858,2022-09-19,SG,Startup,Growth,Referral,True,8,51.47,False,,13337.34
SLEEK-0859,2023-02-05,AU,SME,Full Compliance,Paid,True,12,401.36,True,2023-02,3554.88
